raw_phase_delay,raw_thermistor_voltage,oxygen_ml_l,temperature,datetime
16.913,0.762547,7.701,14.7982,10/22/2020 19:10:15.050433
16.914,0.762471,7.700,14.8014,10/22/2020 19:10:16.216312
16.916,0.762252,7.696,14.8105,10/22/2020 19:10:17.399152
16.916,0.762411,7.697,14.8039,10/22/2020 19:10:18.586972
16.918,0.762595,7.697,14.7961,10/22/2020 19:10:19.767816
16.919,0.762694,7.697,14.7920,10/22/2020 19:10:20.978577
16.909,0.762718,7.709,14.7910,10/22/2020 19:10:22.148447
16.911,0.762558,7.705,14.7977,10/22/2020 19:10:23.338264
16.920,0.762505,7.694,14.7999,10/22/2020 19:10:24.526088
16.915,0.762426,7.699,14.8032,10/22/2020 19:10:25.827617
16.912,0.762573,7.703,14.7970,10/22/2020 19:10:26.909712
16.913,0.762452,7.700,14.8021,10/22/2020 19:10:28.081578
16.915,0.762292,7.697,14.8088,10/22/2020 19:10:29.266408
16.914,0.762481,7.701,14.8009,10/22/2020 19:10:30.580894
16.911,0.762443,7.703,14.8025,10/22/2020 19:10:31.651032
16.913,0.762495,7.701,14.8003,10/22/2020 19:10:32.847833
16.913,0.762375,7.700,14.8054,10/22/2020 19:10:34.018697
16.915,0.762332,7.697,14.8071,10/22/2020 19:10:35.200537
16.911,0.762337,7.701,14.8069,10/22/2020 19:10:36.509038
16.918,0.762354,7.694,14.8062,10/22/2020 19:10:37.566209
16.907,0.762661,7.709,14.7934,10/22/2020 19:10:38.766999
16.915,0.762685,7.701,14.7923,10/22/2020 19:10:39.960807
16.919,0.762608,7.696,14.7956,10/22/2020 19:10:41.141646
16.926,0.762978,7.693,14.7801,10/22/2020 19:10:42.328472
16.913,0.762608,7.702,14.7956,10/22/2020 19:10:43.628993
16.921,0.762798,7.696,14.7876,10/22/2020 19:10:44.707110
16.913,0.762625,7.703,14.7949,10/22/2020 19:10:45.886952
16.921,0.763069,7.700,14.7763,10/22/2020 19:10:47.083752
16.917,0.762683,7.699,14.7924,10/22/2020 19:10:48.254621
16.921,0.763070,7.699,14.7762,10/22/2020 19:10:49.424493
16.917,0.763151,7.704,14.7728,10/22/2020 19:10:50.622290
16.917,0.762993,7.703,14.7794,10/22/2020 19:10:51.809114
16.919,0.763221,7.703,14.7699,10/22/2020 19:10:52.984969
16.858,0.780761,7.979,14.0420,10/22/2020 19:50:17.820491
16.858,0.780590,7.977,14.0491,10/22/2020 19:50:20.146270
16.861,0.780542,7.974,14.0510,10/22/2020 19:50:20.276921
16.861,0.780510,7.973,14.0523,10/22/2020 19:50:20.410562
16.865,0.780754,7.971,14.0424,10/22/2020 19:50:21.569465
16.859,0.780680,7.977,14.0453,10/22/2020 19:50:22.649575
16.861,0.780599,7.974,14.0487,10/22/2020 19:50:23.839394
16.865,0.780840,7.972,14.0388,10/22/2020 19:50:25.019235
16.866,0.780896,7.972,14.0365,10/22/2020 19:50:26.193097
16.865,0.781961,7.986,13.9927,10/22/2020 19:50:27.389894
16.869,0.783293,7.998,13.9381,10/22/2020 19:50:28.586693
16.878,0.783699,7.992,13.9215,10/22/2020 19:50:29.756567
16.873,0.783857,7.999,13.9151,10/22/2020 19:50:30.952367
16.880,0.784318,7.998,13.8962,10/22/2020 19:50:32.135204
16.884,0.784563,7.996,13.8862,10/22/2020 19:50:33.336989
16.888,0.784477,7.990,13.8897,10/22/2020 19:50:34.518829
16.886,0.784179,7.989,13.9019,10/22/2020 19:50:35.691692
16.889,0.783962,7.983,13.9108,10/22/2020 19:50:36.888492
16.888,0.783713,7.981,13.9209,10/22/2020 19:50:38.105237
16.888,0.783285,7.976,13.9385,10/22/2020 19:50:39.302035
16.894,0.783297,7.969,13.9380,10/22/2020 19:50:40.449966
16.890,0.783257,7.974,13.9396,10/22/2020 19:50:41.621830
16.891,0.783292,7.973,13.9382,10/22/2020 19:50:42.820625
16.890,0.783211,7.973,13.9415,10/22/2020 19:50:43.998472
16.891,0.783449,7.974,13.9318,10/22/2020 19:50:45.181310
16.892,0.783749,7.977,13.9195,10/22/2020 19:50:46.385091
16.890,0.783823,7.981,13.9165,10/22/2020 19:50:47.572912
16.893,0.784009,7.979,13.9088,10/22/2020 19:50:48.755750
16.895,0.784183,7.979,13.9017,10/22/2020 19:50:49.931606
16.898,0.784594,7.980,13.8849,10/22/2020 19:50:51.218163
16.897,0.784805,7.984,13.8763,10/22/2020 19:50:52.327197
16.905,0.785268,7.980,13.8573,10/22/2020 19:50:53.504049
16.908,0.785779,7.984,13.8365,10/22/2020 19:50:54.688881
16.905,0.785229,7.980,13.8589,10/22/2020 19:50:55.874712
16.916,0.785869,7.976,13.8328,10/22/2020 19:50:57.062533
16.920,0.786619,7.980,13.8022,10/22/2020 19:50:58.239385
16.926,0.786782,7.975,13.7955,10/22/2020 19:50:59.444160
16.929,0.786690,7.971,13.7993,10/22/2020 19:51:00.725733
16.924,0.786546,7.974,13.8051,10/22/2020 19:51:01.806845
16.932,0.786515,7.965,13.8064,10/22/2020 19:51:03.007633
16.940,0.786502,7.956,13.8070,10/22/2020 19:51:04.195453
16.945,0.787297,7.960,13.7745,10/22/2020 19:51:05.383277
16.944,0.786951,7.957,13.7886,10/22/2020 19:51:06.547163
16.949,0.786961,7.952,13.7882,10/22/2020 19:51:07.727008
16.948,0.786896,7.952,13.7909,10/22/2020 19:51:09.002597
16.951,0.786038,7.938,13.8259,10/22/2020 19:51:10.092681
16.947,0.785825,7.940,13.8346,10/22/2020 19:51:11.314417
16.950,0.785445,7.932,13.8501,10/22/2020 19:51:12.507221
16.942,0.784824,7.934,13.8755,10/22/2020 19:51:13.668119
16.944,0.784768,7.931,13.8778,10/22/2020 19:51:14.839984
16.943,0.784723,7.931,13.8796,10/22/2020 19:51:16.141504
16.938,0.784616,7.936,13.8840,10/22/2020 19:51:17.248543
16.942,0.784429,7.929,13.8917,10/22/2020 19:51:18.514156
16.933,0.784298,7.938,13.8970,10/22/2020 19:51:19.603243
16.933,0.784347,7.938,13.8950,10/22/2020 19:51:20.784085
16.933,0.784499,7.940,13.8888,10/22/2020 19:51:21.967918
16.928,0.784564,7.946,13.8861,10/22/2020 19:51:23.174691
16.928,0.784599,7.946,13.8847,10/22/2020 19:51:24.355533
16.931,0.784529,7.942,13.8876,10/22/2020 19:51:25.550337
16.929,0.784845,7.949,13.8746,10/22/2020 19:51:26.815952
16.929,0.785359,7.955,13.8536,10/22/2020 19:51:27.931966
16.928,0.785633,7.959,13.8424,10/22/2020 19:51:29.476835
16.932,0.786066,7.959,13.8248,10/22/2020 19:51:30.272707
16.939,0.787573,7.970,13.7633,10/22/2020 19:51:31.480477
16.946,0.787984,7.968,13.7465,10/22/2020 19:51:32.652341
16.950,0.788151,7.965,13.7397,10/22/2020 19:51:33.844154
16.948,0.787395,7.957,13.7705,10/22/2020 19:51:35.029983
16.955,0.787279,7.949,13.7753,10/22/2020 19:51:36.227778
16.959,0.786765,7.938,13.7962,10/22/2020 19:51:37.413605
16.960,0.786950,7.939,13.7887,10/22/2020 19:51:38.601431
16.966,0.786496,7.927,13.8072,10/22/2020 19:51:39.779280
16.962,0.786622,7.933,13.8021,10/22/2020 19:51:40.947156
16.964,0.786292,7.927,13.8155,10/22/2020 19:51:42.139965
16.963,0.785824,7.923,13.8346,10/22/2020 19:51:43.349732
16.970,0.786047,7.918,13.8256,10/22/2020 19:51:44.536557
16.967,0.785821,7.917,13.8347,10/22/2020 19:51:45.721387
16.964,0.785679,7.920,13.8406,10/22/2020 19:51:46.900233
16.965,0.786033,7.922,13.8261,10/22/2020 19:51:48.085063
16.973,0.786400,7.918,13.8111,10/22/2020 19:51:49.273888
16.974,0.785809,7.910,13.8352,10/22/2020 19:51:50.456721
16.969,0.785899,7.916,13.8315,10/22/2020 19:51:51.637563
16.975,0.785894,7.910,13.8318,10/22/2020 19:51:53.796788
16.975,0.786342,7.915,13.8135,10/22/2020 19:51:54.015204
16.981,0.786802,7.914,13.7947,10/22/2020 19:51:55.196046
16.986,0.786222,7.901,13.8184,10/22/2020 19:51:56.397832
16.977,0.785695,7.906,13.8399,10/22/2020 19:51:57.703339
16.980,0.785812,7.903,13.8351,10/22/2020 19:51:58.754527
16.978,0.786053,7.908,13.8253,10/22/2020 19:51:59.941353
16.983,0.786277,7.905,13.8161,10/22/2020 19:52:01.126185
16.982,0.786416,7.908,13.8105,10/22/2020 19:52:02.328966
16.989,0.786709,7.903,13.7985,10/22/2020 19:52:03.521775
16.990,0.786520,7.901,13.8062,10/22/2020 19:52:04.699627
16.993,0.786493,7.897,13.8073,10/22/2020 19:52:05.869497
16.994,0.786728,7.898,13.7977,10/22/2020 19:52:07.159048
17.000,0.786892,7.894,13.7910,10/22/2020 19:52:08.266091
17.001,0.787639,7.901,13.7606,10/22/2020 19:52:09.475852
17.003,0.787361,7.896,13.7719,10/22/2020 19:52:10.632758
17.007,0.787437,7.893,13.7688,10/22/2020 19:52:11.823572
17.012,0.788055,7.894,13.7436,10/22/2020 19:52:13.078215
17.019,0.788329,7.890,13.7324,10/22/2020 19:52:14.194232
17.025,0.788284,7.883,13.7343,10/22/2020 19:52:15.388040
17.027,0.788177,7.879,13.7386,10/22/2020 19:52:16.866085
17.035,0.788853,7.879,13.7111,10/22/2020 19:52:17.742739
17.031,0.788784,7.882,13.7139,10/22/2020 19:52:18.929568
17.042,0.789171,7.875,13.6982,10/22/2020 19:52:20.106418
17.047,0.789242,7.870,13.6953,10/22/2020 19:52:21.305214
17.049,0.789330,7.869,13.6917,10/22/2020 19:52:22.492038
17.055,0.789241,7.861,13.6953,10/22/2020 19:52:23.685843
17.052,0.789220,7.865,13.6962,10/22/2020 19:52:24.869680
17.064,0.789613,7.855,13.6802,10/22/2020 19:52:26.059498
17.071,0.789511,7.847,13.6843,10/22/2020 19:52:27.325111
17.067,0.789458,7.850,13.6865,10/22/2020 19:52:28.427164
17.076,0.789612,7.842,13.6802,10/22/2020 19:52:29.615985
17.064,0.788998,7.848,13.7052,10/22/2020 19:52:30.796824
17.074,0.789134,7.839,13.6997,10/22/2020 19:52:32.001605
17.065,0.787713,7.832,13.7575,10/22/2020 19:52:33.157512
17.062,0.787458,7.832,13.7679,10/22/2020 19:52:34.332368
17.058,0.788132,7.844,13.7404,10/22/2020 19:52:35.581030
17.057,0.787984,7.844,13.7465,10/22/2020 19:52:36.827697
17.062,0.788096,7.840,13.7419,10/22/2020 19:52:37.910800
17.056,0.787982,7.845,13.7466,10/22/2020 19:52:39.083661
17.049,0.788007,7.853,13.7456,10/22/2020 19:52:40.298413
17.044,0.788068,7.859,13.7430,10/22/2020 19:52:41.592949
17.044,0.787880,7.857,13.7507,10/22/2020 19:52:42.765815
17.046,0.788148,7.858,13.7398,10/22/2020 19:52:43.863877
17.040,0.788559,7.869,13.7231,10/22/2020 19:52:45.033746
17.044,0.788645,7.866,13.7196,10/22/2020 19:52:46.217580
17.037,0.788531,7.873,13.7242,10/22/2020 19:52:47.424354
17.037,0.788485,7.872,13.7261,10/22/2020 19:52:48.706922
17.036,0.788786,7.877,13.7138,10/22/2020 19:52:49.779056
17.033,0.788787,7.880,13.7138,10/22/2020 19:52:50.963884
17.039,0.789128,7.877,13.6999,10/22/2020 19:52:52.169659
17.038,0.789087,7.878,13.7016,10/22/2020 19:52:53.340530
17.039,0.788966,7.876,13.7065,10/22/2020 19:52:54.641052
17.041,0.789108,7.874,13.7007,10/22/2020 19:52:55.722161
17.038,0.788894,7.876,13.7094,10/22/2020 19:52:56.927935
17.044,0.788759,7.867,13.7150,10/22/2020 19:52:58.087832
17.041,0.788897,7.872,13.7093,10/22/2020 19:52:59.269672
17.048,0.788996,7.866,13.7053,10/22/2020 19:53:00.469463
17.047,0.789123,7.868,13.7001,10/22/2020 19:53:01.660277
17.042,0.788588,7.867,13.7219,10/22/2020 19:53:02.843114
17.033,0.787716,7.867,13.7574,10/22/2020 19:53:04.025954
17.032,0.787367,7.864,13.7716,10/22/2020 19:53:05.210781
17.023,0.787704,7.878,13.7579,10/22/2020 19:53:06.395610
17.019,0.787937,7.885,13.7484,10/22/2020 19:53:07.596400
17.022,0.787065,7.872,13.7839,10/22/2020 19:53:08.797190
17.012,0.786362,7.874,13.8127,10/22/2020 19:53:09.982020
17.004,0.786066,7.880,13.8248,10/22/2020 19:53:11.253619
16.994,0.786252,7.893,13.8172,10/22/2020 19:53:12.340714
16.990,0.786436,7.900,13.8097,10/22/2020 19:53:13.531526
16.983,0.786200,7.905,13.8193,10/22/2020 19:53:14.807115
16.977,0.786279,7.912,13.8160,10/22/2020 19:53:15.895205
16.974,0.786341,7.917,13.8135,10/22/2020 19:53:17.082029
16.970,0.786363,7.921,13.8127,10/22/2020 19:53:18.345648
16.969,0.786535,7.924,13.8056,10/22/2020 19:53:19.457677
16.956,0.786297,7.935,13.8153,10/22/2020 19:53:20.652482
16.960,0.786260,7.931,13.8168,10/22/2020 19:53:21.820354
16.961,0.786773,7.935,13.7959,10/22/2020 19:53:23.006183
16.958,0.786829,7.939,13.7936,10/22/2020 19:53:24.294748
16.962,0.787027,7.938,13.7856,10/22/2020 19:53:25.385819
16.958,0.787423,7.947,13.7693,10/22/2020 19:53:26.582618
16.965,0.787570,7.941,13.7634,10/22/2020 19:53:27.762462
16.966,0.787894,7.943,13.7502,10/22/2020 19:53:29.042042
16.963,0.787480,7.942,13.7671,10/22/2020 19:53:30.130128
16.968,0.787649,7.939,13.7602,10/22/2020 19:53:31.331916
16.965,0.786400,7.927,13.8111,10/22/2020 19:53:32.590550
16.959,0.786444,7.934,13.8093,10/22/2020 19:53:33.703573
16.958,0.786133,7.932,13.8221,10/22/2020 19:53:34.894389
16.956,0.786224,7.935,13.8183,10/22/2020 19:53:36.071241
16.962,0.786364,7.930,13.8126,10/22/2020 19:53:37.248093
16.953,0.785650,7.931,13.8418,10/22/2020 19:53:38.423947
16.956,0.785253,7.924,13.8580,10/22/2020 19:53:39.620745
16.956,0.784991,7.920,13.8687,10/22/2020 19:53:40.810564
16.951,0.784729,7.922,13.8794,10/22/2020 19:53:42.082161
16.950,0.784727,7.924,13.8795,10/22/2020 19:53:43.309879
16.950,0.784626,7.923,13.8836,10/22/2020 19:53:44.383011
16.946,0.784530,7.926,13.8875,10/22/2020 19:53:45.567840
16.947,0.784236,7.921,13.8995,10/22/2020 19:53:46.740703
16.941,0.783924,7.925,13.9124,10/22/2020 19:53:47.956451
16.936,0.783987,7.930,13.9097,10/22/2020 19:53:49.113356
16.936,0.783669,7.926,13.9228,10/22/2020 19:53:50.300183
16.929,0.783548,7.934,13.9277,10/22/2020 19:53:51.501969
16.925,0.783373,7.935,13.9349,10/22/2020 19:53:52.785534
16.928,0.783763,7.937,13.9189,10/22/2020 19:53:53.865646
16.920,0.783977,7.949,13.9101,10/22/2020 19:53:55.045489
16.920,0.783624,7.945,13.9246,10/22/2020 19:53:56.322074
16.912,0.783935,7.956,13.9119,10/22/2020 19:53:57.420139
16.914,0.783537,7.950,13.9282,10/22/2020 19:53:58.712683
16.917,0.783714,7.949,13.9209,10/22/2020 19:53:59.909480
16.904,0.783434,7.959,13.9324,10/22/2020 19:54:00.987599
16.903,0.783028,7.956,13.9490,10/22/2020 19:54:02.173426
16.906,0.782959,7.952,13.9518,10/22/2020 19:54:03.362246
16.903,0.783253,7.959,13.9398,10/22/2020 19:54:04.566028
16.901,0.783459,7.963,13.9313,10/22/2020 19:54:05.727919
16.899,0.783782,7.970,13.9181,10/22/2020 19:54:06.940676
16.899,0.783626,7.967,13.9245,10/22/2020 19:54:08.129495
16.893,0.783022,7.967,13.9493,10/22/2020 19:54:09.294381
16.898,0.783056,7.962,13.9479,10/22/2020 19:54:10.472229
16.893,0.782722,7.963,13.9616,10/22/2020 19:54:11.683991
16.890,0.782549,7.965,13.9687,10/22/2020 19:54:12.860841
16.888,0.782463,7.966,13.9722,10/22/2020 19:54:14.144406
16.883,0.782494,7.972,13.9709,10/22/2020 19:54:15.234492
16.882,0.782288,7.970,13.9794,10/22/2020 19:54:16.762405
16.877,0.782226,7.975,13.9819,10/22/2020 19:54:17.609140
16.879,0.782290,7.974,13.9793,10/22/2020 19:54:18.792974
16.871,0.782397,7.984,13.9749,10/22/2020 19:54:20.057592
16.869,0.782193,7.984,13.9832,10/22/2020 19:54:21.163634
16.869,0.782285,7.985,13.9795,10/22/2020 19:54:22.339489
16.866,0.782285,7.989,13.9795,10/22/2020 19:54:23.520330
16.865,0.782322,7.990,13.9779,10/22/2020 19:54:24.819855
16.858,0.782263,7.998,13.9804,10/22/2020 19:54:26.003687
16.861,0.782339,7.995,13.9773,10/22/2020 19:54:27.103747
16.855,0.782756,8.007,13.9601,10/22/2020 19:54:28.276609
16.856,0.782598,8.004,13.9666,10/22/2020 19:54:29.471413
16.849,0.782544,8.011,13.9688,10/22/2020 19:54:30.649265
16.851,0.782632,8.010,13.9653,10/22/2020 19:54:31.924852
16.844,0.782536,8.016,13.9692,10/22/2020 19:54:33.029895
16.850,0.782607,8.011,13.9663,10/22/2020 19:54:34.313463
16.849,0.782806,8.014,13.9581,10/22/2020 19:54:35.396566
16.843,0.782754,8.020,13.9603,10/22/2020 19:54:36.589378
16.841,0.782855,8.023,13.9561,10/22/2020 19:54:37.785177
16.845,0.782595,8.017,13.9668,10/22/2020 19:54:39.158504
16.843,0.782840,8.022,13.9568,10/22/2020 19:54:40.253575
16.836,0.782184,8.021,13.9836,10/22/2020 19:54:41.314737
16.840,0.781991,8.014,13.9915,10/22/2020 19:54:42.515526
16.834,0.781678,8.018,14.0044,10/22/2020 19:54:43.698361
16.834,0.781810,8.019,13.9990,10/22/2020 19:54:44.895160
16.830,0.781768,8.024,14.0007,10/22/2020 19:54:46.079991
16.832,0.781560,8.019,14.0092,10/22/2020 19:54:47.362561
16.833,0.781550,8.017,14.0096,10/22/2020 19:54:48.445664
16.832,0.781405,8.017,14.0156,10/22/2020 19:54:49.653433
16.832,0.781492,8.018,14.0120,10/22/2020 19:54:50.836270
16.832,0.781908,8.022,13.9949,10/22/2020 19:54:52.019107
16.833,0.782255,8.026,13.9807,10/22/2020 19:54:53.206930
16.835,0.782494,8.026,13.9709,10/22/2020 19:54:54.395750
16.840,0.783755,8.036,13.9193,10/22/2020 19:54:55.566620
16.850,0.783977,8.027,13.9102,10/22/2020 19:54:56.763417
16.848,0.783779,8.027,13.9182,10/22/2020 19:54:57.949245
16.855,0.784683,8.030,13.8813,10/22/2020 19:54:59.135075
16.860,0.784604,8.023,13.8845,10/22/2020 19:55:00.314919
16.857,0.783834,8.018,13.9160,10/22/2020 19:55:01.499749
16.859,0.783488,8.011,13.9301,10/22/2020 19:55:02.709515
16.860,0.783361,8.008,13.9354,10/22/2020 19:55:03.885368
16.863,0.783408,8.005,13.9335,10/22/2020 19:55:05.164947
16.861,0.782932,8.002,13.9529,10/22/2020 19:55:06.260017
16.861,0.783180,8.005,13.9428,10/22/2020 19:55:07.444848
16.865,0.783272,8.002,13.9390,10/22/2020 19:55:08.633668
16.865,0.783366,8.003,13.9352,10/22/2020 19:55:09.829469
16.864,0.783500,8.006,13.9297,10/22/2020 19:55:11.000339
16.869,0.783622,8.002,13.9247,10/22/2020 19:55:12.186168
16.871,0.783290,7.995,13.9383,10/22/2020 19:55:13.369003
16.869,0.783279,7.998,13.9388,10/22/2020 19:55:14.597717
16.867,0.783290,7.999,13.9383,10/22/2020 19:55:15.760607
16.869,0.783628,8.002,13.9244,10/22/2020 19:55:16.939455
16.867,0.783896,8.007,13.9135,10/22/2020 19:55:18.130270
16.875,0.784027,7.999,13.9081,10/22/2020 19:55:19.391894
16.874,0.784097,8.002,13.9052,10/22/2020 19:55:20.488960
16.872,0.783930,8.002,13.9121,10/22/2020 19:55:21.696729
16.877,0.784133,7.999,13.9038,10/22/2020 19:55:22.875577
16.876,0.784287,8.001,13.8975,10/22/2020 19:55:24.142189
16.880,0.784461,7.999,13.8903,10/22/2020 19:55:25.241248
16.879,0.784179,7.997,13.9019,10/22/2020 19:55:26.432066
16.880,0.783987,7.994,13.9098,10/22/2020 19:55:27.641828
16.887,0.784380,7.991,13.8937,10/22/2020 19:55:28.814690
16.887,0.784730,7.995,13.8793,10/22/2020 19:55:30.003511
16.889,0.785651,8.003,13.8417,10/22/2020 19:55:31.199313
16.893,0.785612,7.998,13.8433,10/22/2020 19:55:32.409077
16.890,0.785263,7.998,13.8576,10/22/2020 19:55:33.639786
16.891,0.785676,8.002,13.8407,10/22/2020 19:55:34.744831
16.898,0.786284,8.001,13.8158,10/22/2020 19:55:35.923676
16.893,0.786060,8.003,13.8250,10/22/2020 19:55:37.104519
16.901,0.786380,7.999,13.8119,10/22/2020 19:55:38.289351
16.899,0.786733,8.005,13.7975,10/22/2020 19:55:39.573915
16.903,0.786439,7.998,13.8095,10/22/2020 19:55:40.672975
16.908,0.786888,7.997,13.7912,10/22/2020 19:55:41.859800
16.903,0.787026,8.005,13.7856,10/22/2020 19:55:43.038647
16.905,0.787134,8.003,13.7812,10/22/2020 19:55:44.236443
16.908,0.787183,8.001,13.7791,10/22/2020 19:55:45.410305
16.909,0.786974,7.997,13.7877,10/22/2020 19:55:46.589151
16.906,0.787046,8.001,13.7848,10/22/2020 19:55:47.788943
16.909,0.787005,7.997,13.7865,10/22/2020 19:55:48.974771
16.910,0.787354,8.000,13.7722,10/22/2020 19:55:50.153617
16.911,0.787341,7.999,13.7727,10/22/2020 19:55:51.363382
16.912,0.787020,7.994,13.7858,10/22/2020 19:55:52.526273
16.915,0.787044,7.991,13.7848,10/22/2020 19:55:53.729055
16.921,0.787236,7.986,13.7770,10/22/2020 19:55:54.909896
16.920,0.787322,7.989,13.7735,10/22/2020 19:55:56.099713
16.923,0.787645,7.989,13.7603,10/22/2020 19:55:57.278561
16.933,0.788274,7.985,13.7347,10/22/2020 19:55:58.465387
16.940,0.788553,7.981,13.7234,10/22/2020 19:55:59.658196
16.947,0.788945,7.978,13.7074,10/22/2020 19:56:00.850007
16.947,0.789145,7.980,13.6992,10/22/2020 19:56:02.030850
16.956,0.789316,7.971,13.6923,10/22/2020 19:56:03.213686
16.963,0.789226,7.963,13.6959,10/22/2020 19:56:04.408491
16.968,0.788973,7.954,13.7062,10/22/2020 19:56:05.579359
16.981,0.789412,7.945,13.6884,10/22/2020 19:56:06.786130
16.984,0.789496,7.943,13.6850,10/22/2020 19:56:07.964978
16.989,0.789790,7.940,13.6730,10/22/2020 19:56:09.144822
16.994,0.789717,7.934,13.6759,10/22/2020 19:56:10.335637
16.998,0.789662,7.929,13.6782,10/22/2020 19:56:11.513487
17.003,0.790056,7.928,13.6621,10/22/2020 19:56:12.727241
17.007,0.789347,7.916,13.6910,10/22/2020 19:56:13.903096
17.014,0.789480,7.909,13.6856,10/22/2020 19:56:15.084935
17.012,0.789283,7.909,13.6936,10/22/2020 19:56:16.587915
17.020,0.789116,7.898,13.7004,10/22/2020 19:56:17.450607
17.018,0.789197,7.901,13.6971,10/22/2020 19:56:18.642421
17.014,0.788842,7.902,13.7116,10/22/2020 19:56:19.835228
17.022,0.788724,7.891,13.7164,10/22/2020 19:56:21.016072
17.023,0.788657,7.889,13.7191,10/22/2020 19:56:22.198908
17.024,0.788712,7.889,13.7169,10/22/2020 19:56:23.386731
17.025,0.788490,7.886,13.7259,10/22/2020 19:56:24.565579
17.023,0.788442,7.886,13.7278,10/22/2020 19:56:25.772350
17.023,0.788903,7.892,13.7091,10/22/2020 19:56:26.951197
17.028,0.789009,7.888,13.7047,10/22/2020 19:56:28.146999
17.030,0.789553,7.892,13.6826,10/22/2020 19:56:29.315872
17.032,0.789867,7.894,13.6698,10/22/2020 19:56:30.501700
17.042,0.789927,7.884,13.6674,10/22/2020 19:56:31.707475
17.046,0.790400,7.885,13.6482,10/22/2020 19:56:32.879341
17.045,0.790471,7.886,13.6453,10/22/2020 19:56:34.070156
17.054,0.790446,7.877,13.6463,10/22/2020 19:56:35.253988
17.059,0.790448,7.871,13.6462,10/22/2020 19:56:36.438821
17.063,0.790686,7.869,13.6366,10/22/2020 19:56:37.621657
17.064,0.790452,7.866,13.6461,10/22/2020 19:56:38.821448
17.071,0.790899,7.863,13.6279,10/22/2020 19:56:40.006280
17.072,0.790807,7.861,13.6317,10/22/2020 19:56:41.188117
17.071,0.790775,7.861,13.6329,10/22/2020 19:56:42.371951
17.082,0.791012,7.852,13.6233,10/22/2020 19:56:43.554789
17.078,0.790633,7.851,13.6387,10/22/2020 19:56:44.749592
17.085,0.790464,7.843,13.6456,10/22/2020 19:56:45.937415
17.084,0.790811,7.848,13.6315,10/22/2020 19:56:47.121248
17.084,0.790690,7.846,13.6364,10/22/2020 19:56:48.305082
17.085,0.790393,7.842,13.6484,10/22/2020 19:56:49.496895
17.086,0.790255,7.839,13.6541,10/22/2020 19:56:50.672751
17.087,0.790016,7.834,13.6638,10/22/2020 19:56:51.878525
17.082,0.789799,7.838,13.6726,10/22/2020 19:56:53.055377
17.088,0.789907,7.832,13.6682,10/22/2020 19:56:54.257162
17.089,0.789751,7.830,13.6746,10/22/2020 19:56:55.419054
17.091,0.789641,7.826,13.6790,10/22/2020 19:56:56.604884
17.090,0.789624,7.827,13.6797,10/22/2020 19:56:57.805673
17.085,0.789633,7.832,13.6794,10/22/2020 19:56:59.003467
17.085,0.789363,7.829,13.6904,10/22/2020 19:57:00.175334
17.086,0.789562,7.830,13.6823,10/22/2020 19:57:01.448928
17.087,0.789861,7.833,13.6701,10/22/2020 19:57:02.549984
17.084,0.789422,7.832,13.6880,10/22/2020 19:57:03.739800
17.085,0.789600,7.832,13.6807,10/22/2020 19:57:04.918647
17.085,0.789566,7.832,13.6821,10/22/2020 19:57:06.113451
17.084,0.789794,7.835,13.6729,10/22/2020 19:57:07.596486
17.087,0.791035,7.847,13.6224,10/22/2020 19:57:08.577859
17.083,0.790510,7.845,13.6437,10/22/2020 19:57:09.656975
17.091,0.791231,7.845,13.6145,10/22/2020 19:57:10.951512
17.096,0.791865,7.847,13.5887,10/22/2020 19:57:12.047581
17.097,0.792377,7.852,13.5679,10/22/2020 19:57:13.227423
17.098,0.792581,7.853,13.5596,10/22/2020 19:57:14.414251
17.097,0.792083,7.848,13.5798,10/22/2020 19:57:15.598083
17.097,0.791758,7.845,13.5930,10/22/2020 19:57:16.792888
17.094,0.791057,7.840,13.6215,10/22/2020 19:57:17.987694
17.094,0.789685,7.824,13.6772,10/22/2020 19:57:19.160554
17.089,0.789647,7.829,13.6788,10/22/2020 19:57:20.340400
17.088,0.789085,7.822,13.7016,10/22/2020 19:57:21.525230
17.083,0.788520,7.822,13.7246,10/22/2020 19:57:22.721035
17.083,0.788566,7.822,13.7228,10/22/2020 19:57:23.908855
17.075,0.788311,7.828,13.7332,10/22/2020 19:57:25.093687
17.074,0.787904,7.824,13.7498,10/22/2020 19:57:26.288491
17.076,0.787906,7.822,13.7497,10/22/2020 19:57:27.451380
17.064,0.787861,7.835,13.7515,10/22/2020 19:57:28.662142
17.069,0.787815,7.829,13.7534,10/22/2020 19:57:29.843979
17.066,0.788037,7.835,13.7444,10/22/2020 19:57:31.023824
17.068,0.788658,7.840,13.7190,10/22/2020 19:57:32.302405
17.063,0.788309,7.841,13.7333,10/22/2020 19:57:33.407450
17.059,0.788560,7.848,13.7231,10/22/2020 19:57:34.581311
17.062,0.789537,7.857,13.6833,10/22/2020 19:57:35.775118
17.063,0.789459,7.854,13.6864,10/22/2020 19:57:36.961943
17.055,0.789037,7.859,13.7036,10/22/2020 19:57:38.153756
17.052,0.788740,7.858,13.7157,10/22/2020 19:57:39.337589
17.049,0.788369,7.857,13.7308,10/22/2020 19:57:40.509453
17.044,0.787407,7.851,13.7700,10/22/2020 19:57:41.695282
17.038,0.787011,7.853,13.7862,10/22/2020 19:57:42.897068
